ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
7879,Delhi,Delhi,Punjabi Bagh,Apartment,3,1516,142.25,9054,2021,Unfurnished,3,6,4,1,3,3,Open,Yes,Clubhouse,North,Owner,Immediate
7880,Delhi,Delhi,Punjabi Bagh,Independent_House,3,1423,120.91,8362,2021,Semi-Furnished,2,5,4,2,2,2,No,No,"Pool, Garden",North,Owner,Immediate
7881,Delhi,Delhi,South Extension,Apartment,3,1226,217.31,17339,2010,Semi-Furnished,4,5,15,4,4,2,Covered,Yes,"Clubhouse, Power Backup, CCTV",South,Agent,Immediate
7882,Delhi,Delhi,Punjabi Bagh,Apartment,4,1719,134.37,8309,1991,Furnished,1,5,34,1,2,2,Covered,No,"Gym, Clubhouse",West,Owner,Immediate
7883,Delhi,Delhi,Connaught Place,Builder_Floor,3,948,126.23,15233,1994,Unfurnished,0,5,31,3,1,3,Covered,Yes,,South,Owner,Immediate
7884,Delhi,Delhi,Saket,Independent_House,3,1179,127.83,12286,1997,Unfurnished,3,5,28,5,2,2,Open,No,Community Hall,East,Owner,Immediate
7885,Delhi,Delhi,Janakpuri,Independent_House,3,1558,84.86,6082,1995,Semi-Furnished,2,7,30,4,3,3,Open,Yes,Gym,South,Owner,Immediate
7886,Delhi,Delhi,Connaught Place,Apartment,3,1248,263.93,24892,1993,Unfurnished,0,5,32,3,4,2,Open,No,"Garden, Community Hall",South,Owner,3+ Months
7887,Delhi,Delhi,Greater Kailash,Apartment,4,1883,249.85,13974,2007,Unfurnished,2,2,18,4,2,2,Covered,No,Garden,South,Owner,1 Month
7888,Delhi,Delhi,Connaught Place,Apartment,2,813,115.08,14083,2022,Unfurnished,1,3,3,3,2,3,Open,No,,East,Owner,1 Month
7889,Delhi,Delhi,Saket,Apartment,2,846,77.01,9183,2013,Furnished,2,6,12,6,3,2,Covered,No,,East,Builder,2 Months
7890,Delhi,Delhi,Gurgaon MG Road,Apartment,2,926,82.16,9680,2006,Unfurnished,0,3,19,2,1,2,Covered,Yes,"Clubhouse, CCTV, Garden",West,Agent,Immediate
7891,Delhi,Delhi,Connaught Place,Apartment,3,1341,235.64,21329,2003,Unfurnished,1,6,22,2,1,2,No,Yes,"Power Backup, Clubhouse, Community Hall",West,Owner,Immediate
7892,Delhi,Delhi,Punjabi Bagh,Apartment,2,886,73.21,7980,2000,Furnished,1,3,25,5,0,1,Open,Yes,"Clubhouse, Garden",North,Owner,Immediate
7893,Delhi,Delhi,Dwarka,Independent_House,3,1084,52.89,5356,2001,Furnished,3,7,24,3,3,2,Covered,Yes,"Pool, CCTV",South,Owner,2 Months
7894,Delhi,Delhi,Lajpat Nagar,Apartment,3,1193,93.65,8187,2018,Semi-Furnished,0,5,7,3,0,2,Covered,No,"Clubhouse, CCTV",South,Owner,1 Month
7895,Delhi,Delhi,South Extension,Builder_Floor,2,1053,122.85,13478,2000,Semi-Furnished,1,6,25,7,3,1,Open,Yes,"Clubhouse, Gym",South,Owner,Immediate
7896,Delhi,Delhi,South Extension,Builder_Floor,4,1768,223.55,12939,2017,Unfurnished,1,3,8,2,2,1,Covered,No,"Power Backup, Gym",West,Owner,1 Month
7897,Delhi,Delhi,Pitampura,Apartment,4,1878,105.18,5950,2010,Unfurnished,5,10,15,1,4,2,Open,Yes,"Gym, Power Backup, Pool, Garden",West,Agent,3+ Months
7898,Delhi,Delhi,South Extension,Apartment,3,1617,214.87,15166,2000,Unfurnished,3,6,25,4,2,1,Open,No,"CCTV, Clubhouse, Garden, Power Backup",North,Owner,Immediate
7899,Delhi,Delhi,Karol Bagh,Apartment,3,1278,138.46,10673,2015,Semi-Furnished,4,7,10,2,5,2,Covered,Yes,,South,Owner,Immediate
7900,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,3,1408,141.99,10938,2018,Unfurnished,0,4,7,1,2,2,Covered,Yes,"CCTV, Power Backup, Clubhouse",East,Owner,Immediate
7901,Delhi,Delhi,Rohini,Independent_House,5,2937,196.08,7417,2003,Unfurnished,5,6,22,2,1,3,Open,Yes,"Garden, Gym",North,Builder,Immediate
7902,Delhi,Delhi,Rohini,Apartment,5,2549,135.5,5920,1994,Unfurnished,0,3,31,6,3,3,Covered,Yes,"Power Backup, Clubhouse, Gym, CCTV",South,Owner,Immediate
7903,Delhi,Delhi,Dwarka,Apartment,2,814,45.85,5746,1999,Furnished,0,2,26,4,3,2,Open,Yes,"Garden, Gym",North,Owner,Immediate
7904,Delhi,Delhi,Greater Kailash,Apartment,3,1159,177.27,16781,2011,Unfurnished,0,2,14,2,0,2,Open,No,,South,Agent,2 Months
7905,Delhi,Delhi,Rohini,Apartment,1,583,32.03,6284,1992,Unfurnished,1,1,33,6,4,2,Covered,Yes,"Garden, Power Backup, Community Hall",East,Owner,1 Month
7906,Delhi,Delhi,Dwarka,Apartment,4,1641,92.48,6166,1999,Semi-Furnished,5,5,26,2,4,2,Open,Yes,"Gym, Community Hall",South,Owner,3+ Months
7907,Delhi,Delhi,Saket,Apartment,2,754,67.33,10261,2006,Semi-Furnished,0,3,19,2,2,2,Open,No,"Gym, Lift",East,Owner,1 Month
7908,Delhi,Delhi,Dwarka,Apartment,1,554,29.32,5952,1991,Semi-Furnished,0,1,34,5,1,2,Covered,Yes,"Community Hall, CCTV, Garden, Gym",South,Agent,1 Month
7909,Delhi,Delhi,Greater Kailash,Apartment,1,530,64.49,12061,2015,Semi-Furnished,0,4,10,2,4,2,Open,No,"Pool, Power Backup",East,Owner,Immediate
7910,Delhi,Delhi,Connaught Place,Apartment,4,1668,219.84,13902,2002,Semi-Furnished,2,3,23,2,1,1,Covered,Yes,"Playground, Garden, Community Hall",South,Owner,Immediate
7911,Delhi,Delhi,Vasant Kunj,Apartment,3,1195,159.82,14190,2018,Unfurnished,1,5,7,8,5,3,Open,Yes,"Gym, Lift",North,Owner,1 Month
7912,Delhi,Delhi,Noida Sec 18,Apartment,2,947,58.89,6058,2021,Semi-Furnished,1,4,4,7,1,2,Open,No,Playground,West,Owner,3+ Months
7913,Delhi,Delhi,Saket,Apartment,2,940,117.41,12484,2006,Furnished,2,7,19,4,3,2,Covered,No,"Community Hall, Playground, Pool",South,Owner,Immediate
7914,Delhi,Delhi,Greater Kailash,Apartment,3,1144,118.72,12239,1992,Unfurnished,3,5,33,5,2,3,Covered,Yes,"Clubhouse, Power Backup, Community Hall",West,Owner,1 Month
7915,Delhi,Delhi,Karol Bagh,Apartment,1,482,44.31,8628,2014,Semi-Furnished,1,2,11,5,2,3,No,Yes,"Garden, CCTV",South,Owner,Immediate
7916,Delhi,Delhi,Janakpuri,Apartment,4,1927,92.88,5149,1993,Semi-Furnished,4,9,32,1,1,2,Covered,Yes,"Power Backup, Pool, Gym, CCTV",South,Agent,1 Month
7917,Delhi,Delhi,Dwarka,Apartment,2,789,50.02,6905,1992,Semi-Furnished,1,3,33,4,2,3,Covered,Yes,"Garden, Pool",West,Agent,Immediate
7918,Delhi,Delhi,South Extension,Apartment,3,1309,141.42,12205,2002,Unfurnished,1,5,23,2,1,1,Covered,No,Pool,South,Owner,Immediate
7919,Delhi,Delhi,Karol Bagh,Apartment,2,778,51.53,7296,1991,Unfurnished,2,6,34,4,1,3,Open,Yes,"Playground, Lift, CCTV",South,Owner,Immediate
7920,Delhi,Delhi,Connaught Place,Apartment,2,817,117.75,16643,1995,Semi-Furnished,0,3,30,3,2,1,Open,Yes,Clubhouse,North,Builder,2 Months
7921,Delhi,Delhi,Greater Kailash,Builder_Floor,2,998,119.08,12076,2024,Unfurnished,2,6,1,3,2,2,Covered,No,Lift,South,Agent,Immediate
7922,Delhi,Delhi,Mayur Vihar,Independent_House,4,1985,130.8,6786,2006,Semi-Furnished,2,7,19,6,0,2,Covered,No,"Community Hall, Clubhouse",West,Owner,2 Months
7923,Delhi,Delhi,Noida Sec 18,Apartment,2,793,47.76,5656,2021,Semi-Furnished,2,3,4,7,5,2,Covered,No,"Clubhouse, Pool, Gym, Community Hall",North,Agent,Immediate
7924,Delhi,Delhi,Pitampura,Independent_House,3,1177,57.96,5702,2013,Unfurnished,2,7,12,4,2,2,Open,No,"Playground, Gym",North,Owner,Immediate
7925,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,4,2043,271.07,14471,1992,Semi-Furnished,2,7,33,1,0,2,Open,Yes,Community Hall,South,Agent,Immediate
7926,Delhi,Delhi,Dwarka,Builder_Floor,2,728,43.02,6010,2003,Furnished,0,4,22,3,4,2,Covered,No,"Clubhouse, Pool, Lift",East,Agent,2 Months
7927,Delhi,Delhi,Punjabi Bagh,Apartment,2,885,70.09,8198,2013,Unfurnished,0,4,12,1,3,2,Covered,No,"Community Hall, Gym",North,Owner,1 Month
7928,Delhi,Delhi,Noida Sec 18,Apartment,2,817,34.4,4830,1997,Unfurnished,2,5,28,4,5,2,Covered,No,"Playground, Garden",South,Owner,3+ Months
7929,Delhi,Delhi,Janakpuri,Apartment,3,1131,61.81,6326,1992,Furnished,2,7,33,6,1,1,Open,No,"Lift, Clubhouse, Community Hall",West,Owner,Immediate
7930,Delhi,Delhi,Lajpat Nagar,Apartment,4,1979,206.98,10269,2007,Semi-Furnished,6,7,18,2,2,3,Covered,No,"Playground, Clubhouse",West,Owner,2 Months
7931,Delhi,Delhi,Punjabi Bagh,Apartment,3,1022,88.35,8509,2002,Semi-Furnished,3,7,23,1,2,3,Open,Yes,"Lift, CCTV, Community Hall, Pool",North,Owner,2 Months
7932,Delhi,Delhi,Janakpuri,Villa,4,1662,105.81,6506,2013,Furnished,3,3,12,5,5,1,Covered,Yes,"Lift, Community Hall, Clubhouse",West,Owner,Immediate
7933,Delhi,Delhi,Connaught Place,Apartment,2,880,127.05,16472,1990,Semi-Furnished,1,6,35,4,3,3,Open,Yes,CCTV,West,Builder,2 Months
7934,Delhi,Delhi,Rohini,Builder_Floor,3,1306,100.41,7466,2024,Unfurnished,1,3,1,4,0,2,Open,No,"Lift, Garden",North,Owner,Immediate
7935,Delhi,Delhi,Janakpuri,Independent_House,2,1094,69.27,6449,2005,Furnished,2,5,20,1,3,1,No,Yes,"Clubhouse, Lift",South,Owner,Immediate
7936,Delhi,Delhi,Connaught Place,Apartment,2,909,128.12,15085,1999,Semi-Furnished,2,5,26,2,2,3,Open,No,"Lift, Clubhouse, Community Hall, Gym",North,Agent,Immediate
7937,Delhi,Delhi,Saket,Apartment,3,1115,106.01,10208,1997,Semi-Furnished,2,6,28,3,1,1,Open,Yes,"Power Backup, Community Hall",East,Owner,1 Month
7938,Delhi,Delhi,Greater Kailash,Apartment,1,538,98.92,20658,1998,Unfurnished,0,1,27,2,3,2,No,No,CCTV,North,Owner,1 Month
7939,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,3,1343,200.51,14857,2014,Semi-Furnished,0,3,11,6,2,1,Covered,Yes,"Community Hall, Lift",North,Agent,1 Month
7940,Delhi,Delhi,Karol Bagh,Independent_House,2,828,52.27,7009,1997,Furnished,0,1,28,1,1,1,Open,Yes,Community Hall,East,Owner,Immediate
7941,Delhi,Delhi,Punjabi Bagh,Apartment,3,1420,108.11,8452,1997,Unfurnished,4,7,28,5,1,2,Open,Yes,"Power Backup, Gym",East,Owner,Immediate
7942,Delhi,Delhi,Karol Bagh,Apartment,2,887,90.17,10990,2004,Unfurnished,0,1,21,3,1,1,Open,No,"Gym, Lift",North,Agent,3+ Months
7943,Delhi,Delhi,Mayur Vihar,Apartment,2,852,46.93,6119,1998,Unfurnished,1,4,27,2,0,3,Open,No,"Pool, Lift",South,Owner,Immediate
7944,Delhi,Delhi,South Extension,Builder_Floor,1,484,63.13,12950,2022,Unfurnished,0,4,3,4,2,3,Open,No,"Community Hall, Power Backup",West,Agent,Immediate
7945,Delhi,Delhi,Janakpuri,Independent_House,3,1567,102.33,7380,1997,Semi-Furnished,3,3,28,0,1,1,No,No,"Gym, Community Hall",East,Owner,3+ Months
7946,Delhi,Delhi,Greater Kailash,Apartment,1,541,96.74,16086,2019,Furnished,0,5,6,0,5,2,Covered,Yes,"Pool, CCTV",West,Owner,1 Month
7947,Delhi,Delhi,South Extension,Independent_House,3,1265,195.26,16218,2004,Furnished,4,9,21,3,1,1,Open,Yes,"Garden, Community Hall",South,Owner,1 Month
7948,Delhi,Delhi,Connaught Place,Builder_Floor,5,2779,593.31,23291,2023,Unfurnished,4,6,2,1,1,1,Covered,Yes,"Clubhouse, CCTV",North,Owner,3+ Months
7949,Delhi,Delhi,Gurgaon MG Road,Apartment,2,1013,150.35,14461,2016,Semi-Furnished,1,5,9,4,2,2,Open,Yes,"CCTV, Playground, Garden",North,Builder,Immediate
7950,Delhi,Delhi,South Extension,Builder_Floor,2,926,150.46,16823,2002,Semi-Furnished,0,1,23,3,0,2,Open,Yes,"Playground, Garden, Pool, Clubhouse",South,Owner,1 Month
7951,Delhi,Delhi,Saket,Apartment,3,1338,161.45,12113,2005,Semi-Furnished,1,1,20,3,1,2,Covered,Yes,"Garden, Playground",West,Agent,Immediate
7952,Delhi,Delhi,Punjabi Bagh,Apartment,5,1967,187.59,9794,2022,Unfurnished,3,8,3,2,2,3,Covered,Yes,"Clubhouse, Gym, Garden",South,Owner,2 Months
7953,Delhi,Delhi,Punjabi Bagh,Apartment,3,952,79.75,8850,1996,Unfurnished,3,4,29,5,2,3,Open,Yes,"Gym, Lift",West,Builder,2 Months
7954,Delhi,Delhi,Mayur Vihar,Apartment,4,1778,85.11,5237,1999,Semi-Furnished,4,5,26,0,3,3,Covered,No,Garden,North,Owner,Immediate
7955,Delhi,Delhi,Mayur Vihar,Independent_House,3,1348,71.32,5754,2002,Unfurnished,0,1,23,3,1,3,Covered,No,"Playground, Clubhouse, CCTV",South,Owner,1 Month
7956,Delhi,Delhi,Dwarka,Builder_Floor,3,1238,79.09,6921,2000,Unfurnished,3,8,25,2,4,2,No,No,"Clubhouse, Garden, CCTV, Lift",South,Owner,3+ Months
7957,Delhi,Delhi,Punjabi Bagh,Apartment,3,1171,100.43,9008,2019,Semi-Furnished,0,1,6,3,0,3,Open,Yes,Lift,East,Agent,Immediate
7958,Delhi,Delhi,Connaught Place,Builder_Floor,2,945,167.46,19621,1997,Unfurnished,2,5,28,2,1,1,Covered,No,"Garden, Pool",North,Owner,Immediate
7959,Delhi,Delhi,Other,Apartment,2,781,24.59,3736,1990,Semi-Furnished,2,5,35,1,3,2,Open,Yes,"Pool, Power Backup",South,Owner,1 Month
7960,Delhi,Delhi,Gurgaon MG Road,Apartment,2,913,91.45,11687,1992,Semi-Furnished,1,3,33,3,3,1,No,No,"Garden, Lift",South,Owner,3+ Months
7961,Delhi,Delhi,Dwarka,Apartment,2,833,40.35,5075,2002,Unfurnished,0,1,23,3,1,3,Covered,Yes,"Garden, Clubhouse",East,Owner,3+ Months
7962,Delhi,Delhi,Dwarka,Apartment,3,1192,88.81,6983,2011,Unfurnished,0,1,14,3,2,3,Open,Yes,"CCTV, Power Backup",South,Owner,Immediate
7963,Delhi,Delhi,Janakpuri,Apartment,4,1882,155.3,7970,2019,Unfurnished,0,3,6,4,3,3,Covered,No,"Community Hall, Lift",West,Owner,3+ Months
7964,Delhi,Delhi,Pitampura,Apartment,3,1289,78.64,6981,2008,Unfurnished,0,1,17,0,2,3,Covered,Yes,,North,Agent,Immediate
7965,Delhi,Delhi,Gurgaon MG Road,Apartment,4,1900,270.7,14647,2011,Semi-Furnished,1,6,14,4,2,3,Open,Yes,"Clubhouse, CCTV, Power Backup",North,Owner,Immediate
7966,Delhi,Delhi,Rohini,Builder_Floor,2,929,48.9,5705,1990,Semi-Furnished,1,2,35,3,2,3,Covered,Yes,"Gym, Community Hall",South,Agent,Immediate
7967,Delhi,Delhi,Vasant Kunj,Apartment,2,946,105.53,10814,2016,Semi-Furnished,1,3,9,8,1,3,Covered,Yes,"Garden, Power Backup",South,Owner,1 Month
7968,Delhi,Delhi,Dwarka,Builder_Floor,4,1647,107.07,6708,2018,Unfurnished,0,1,7,6,2,1,No,No,"Garden, Community Hall",East,Builder,Immediate
7969,Delhi,Delhi,Janakpuri,Apartment,4,1489,78.4,5197,2013,Unfurnished,4,7,12,0,0,2,Covered,Yes,Lift,North,Owner,Immediate
7970,Delhi,Delhi,South Extension,Apartment,3,1354,194.39,13986,2008,Furnished,1,5,17,3,1,3,Open,Yes,"Clubhouse, Gym, Lift",South,Owner,Immediate
7971,Delhi,Delhi,Rohini,Builder_Floor,3,1535,93.31,6194,2002,Furnished,0,1,23,2,2,2,Open,Yes,"Community Hall, Playground, Gym",South,Agent,Immediate
7972,Delhi,Delhi,Dwarka,Apartment,3,1147,51.36,4523,1998,Furnished,0,3,27,4,2,3,Open,Yes,"Power Backup, Clubhouse, Community Hall",East,Owner,Immediate
7973,Delhi,Delhi,Other,Independent_House,2,825,29.21,3615,2001,Furnished,2,2,24,5,0,2,Covered,Yes,"Garden, Playground, CCTV, Lift",West,Owner,Immediate
7974,Delhi,Delhi,Karol Bagh,Apartment,2,884,95.56,10912,2014,Unfurnished,2,4,11,6,3,2,No,No,"Playground, Lift, Garden",South,Owner,Immediate
7975,Delhi,Delhi,South Extension,Apartment,1,611,83.16,14126,1998,Semi-Furnished,1,6,27,3,3,2,Covered,No,"Lift, Playground, Community Hall, Power Backup",South,Agent,3+ Months
7976,Delhi,Delhi,South Extension,Independent_House,2,895,110.36,13497,2002,Semi-Furnished,0,4,23,3,1,1,Open,No,"Playground, Lift",East,Owner,2 Months
7977,Delhi,Delhi,Karol Bagh,Apartment,2,965,84.82,9646,2005,Semi-Furnished,3,7,20,3,2,2,Open,Yes,,West,Builder,Immediate
7978,Delhi,Delhi,Lajpat Nagar,Apartment,3,1105,110.83,10671,2008,Unfurnished,0,2,17,3,4,3,Covered,No,"Gym, Lift, Garden, Pool",West,Owner,3+ Months
7979,Delhi,Delhi,Connaught Place,Independent_House,3,1242,264.83,23905,2007,Unfurnished,1,4,18,5,5,1,Covered,Yes,"Gym, CCTV",South,Owner,Immediate
7980,Delhi,Delhi,Pitampura,Builder_Floor,2,882,44.69,5087,2017,Unfurnished,0,4,8,7,2,3,Open,No,"Clubhouse, Gym",West,Builder,Immediate
7981,Delhi,Delhi,Greater Kailash,Apartment,2,917,138.22,16325,1990,Furnished,3,8,35,1,1,1,Open,No,"Clubhouse, Power Backup",North,Builder,Immediate
7982,Delhi,Delhi,South Extension,Apartment,2,850,115.57,15497,1997,Unfurnished,0,2,28,0,3,1,Open,No,"Garden, Community Hall",North,Agent,Immediate
7983,Delhi,Delhi,Janakpuri,Independent_House,3,1143,77.85,6911,2018,Unfurnished,2,2,7,4,3,2,Open,Yes,"Power Backup, Gym",South,Agent,Immediate
7984,Delhi,Delhi,Punjabi Bagh,Apartment,1,428,40.53,10507,2007,Semi-Furnished,1,6,18,4,2,1,Open,Yes,"Gym, Garden",West,Builder,3+ Months
7985,Delhi,Delhi,Karol Bagh,Apartment,1,539,49.71,9507,2004,Semi-Furnished,1,6,21,4,3,2,Covered,No,"CCTV, Pool, Community Hall",East,Agent,Immediate
7986,Delhi,Delhi,Janakpuri,Apartment,4,1970,97.04,5093,2003,Furnished,3,3,22,2,1,1,Open,No,"Garden, Clubhouse",East,Owner,Immediate
7987,Delhi,Delhi,Gurgaon MG Road,Apartment,3,1424,149.07,10510,2022,Unfurnished,2,5,3,1,0,2,Open,Yes,"Garden, Power Backup",South,Owner,Immediate
7988,Delhi,Delhi,Saket,Apartment,2,763,63.67,9118,1992,Semi-Furnished,0,3,33,4,1,1,Open,No,Playground,South,Owner,Immediate
7989,Delhi,Delhi,Lajpat Nagar,Apartment,3,1263,118.02,9413,2007,Unfurnished,0,5,18,1,2,2,Covered,Yes,"Community Hall, Gym",West,Owner,1 Month
7990,Delhi,Delhi,Mayur Vihar,Apartment,1,613,24.87,5273,1990,Unfurnished,0,4,35,3,1,2,Open,Yes,Pool,West,Builder,2 Months
7991,Delhi,Delhi,Lajpat Nagar,Apartment,2,918,116.61,11569,2022,Furnished,0,1,3,3,2,2,Open,No,"Gym, Playground",West,Owner,Immediate
7992,Delhi,Delhi,Janakpuri,Builder_Floor,3,1006,61.96,6270,2021,Unfurnished,1,5,4,5,2,2,No,No,"Gym, CCTV",South,Owner,3+ Months
7993,Delhi,Delhi,Dwarka,Independent_House,2,851,48.8,5567,1996,Furnished,0,5,29,6,5,2,Covered,Yes,"Lift, Community Hall",East,Owner,Immediate
7994,Delhi,Delhi,Lajpat Nagar,Apartment,4,1823,162.89,10121,1990,Semi-Furnished,3,5,35,1,1,2,Covered,Yes,"Power Backup, Clubhouse, CCTV",East,Owner,Immediate
7995,Delhi,Delhi,Noida Sec 18,Builder_Floor,2,885,57.0,6016,2017,Semi-Furnished,1,6,8,3,1,3,Covered,Yes,"Power Backup, Lift",South,Owner,3+ Months
7996,Delhi,Delhi,Punjabi Bagh,Apartment,1,515,38.4,7785,2015,Unfurnished,1,3,10,4,3,2,Open,Yes,,West,Owner,Immediate
7997,Delhi,Delhi,Lajpat Nagar,Apartment,3,1409,117.92,9170,2002,Semi-Furnished,1,6,23,2,2,1,No,No,Community Hall,East,Agent,1 Month
7998,Delhi,Delhi,Pitampura,Apartment,3,1250,71.9,6213,2006,Unfurnished,4,5,19,2,2,2,Covered,No,,West,Owner,Immediate
7999,Delhi,Delhi,Punjabi Bagh,Apartment,2,902,70.54,9130,1990,Semi-Furnished,1,3,35,0,1,2,Open,Yes,"Gym, Garden, Power Backup",North,Owner,1 Month
8000,Delhi,Delhi,Noida Sec 18,Builder_Floor,3,1097,61.97,5517,2001,Semi-Furnished,2,7,24,2,2,3,Covered,Yes,"Power Backup, Gym, Community Hall, Pool",East,Owner,Immediate
8001,Delhi,Delhi,Dwarka,Apartment,1,525,36.61,6765,2017,Furnished,1,3,8,3,3,2,Covered,No,"Power Backup, Community Hall",East,Owner,Immediate
8002,Delhi,Delhi,Greater Kailash,Builder_Floor,4,1738,346.97,19284,1997,Furnished,3,3,28,4,5,2,Open,Yes,"CCTV, Pool",West,Owner,Immediate
8003,Delhi,Delhi,Rohini,Apartment,3,1292,65.22,5422,2014,Unfurnished,1,6,11,5,3,1,Covered,No,Clubhouse,West,Owner,Immediate
8004,Delhi,Delhi,South Extension,Apartment,3,1381,197.67,15263,2012,Unfurnished,3,4,13,6,4,1,Covered,Yes,Garden,North,Agent,2 Months
8005,Delhi,Delhi,Connaught Place,Apartment,3,1212,246.71,20832,2019,Unfurnished,3,7,6,4,2,3,Open,No,"Pool, Playground",East,Owner,Immediate
8006,Delhi,Delhi,Punjabi Bagh,Independent_House,5,2066,173.2,9020,2009,Unfurnished,4,7,16,2,1,2,Open,Yes,Garden,East,Owner,Immediate
8007,Delhi,Delhi,Vasant Kunj,Apartment,4,1898,315.46,17641,1990,Furnished,1,4,35,6,3,2,Covered,Yes,"Pool, Power Backup, Clubhouse",North,Owner,Immediate
8008,Delhi,Delhi,Dwarka,Apartment,2,913,61.85,6401,2019,Semi-Furnished,1,4,6,3,2,2,Covered,Yes,CCTV,North,Builder,Immediate
8009,Delhi,Delhi,Punjabi Bagh,Independent_House,2,877,63.99,7344,2013,Unfurnished,0,1,12,6,0,1,Covered,Yes,Lift,East,Owner,1 Month
8010,Delhi,Delhi,Greater Kailash,Independent_House,2,724,134.37,19306,1998,Furnished,1,2,27,3,3,3,Covered,No,"Lift, CCTV, Gym",East,Agent,3+ Months
8011,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,4,1376,143.74,12047,1994,Unfurnished,3,8,31,0,1,2,Covered,Yes,"Pool, Power Backup",East,Owner,3+ Months
8012,Delhi,Delhi,Mayur Vihar,Apartment,1,440,25.69,6404,1995,Unfurnished,1,5,30,4,1,3,Covered,Yes,Power Backup,North,Owner,1 Month
8013,Delhi,Delhi,Janakpuri,Apartment,1,599,38.11,6376,2024,Unfurnished,1,1,1,0,2,2,Covered,Yes,Lift,South,Owner,1 Month
8014,Delhi,Delhi,Saket,Builder_Floor,3,1096,126.39,11950,1996,Semi-Furnished,2,3,29,2,1,3,Open,No,"Garden, Playground",East,Owner,Immediate
8015,Delhi,Delhi,Greater Kailash,Apartment,4,1402,249.92,21020,1995,Semi-Furnished,4,7,30,1,4,2,Open,Yes,"Lift, CCTV, Power Backup",West,Owner,2 Months
8016,Delhi,Delhi,Noida Sec 18,Builder_Floor,4,1495,81.28,6550,1992,Unfurnished,4,6,33,2,1,2,Open,No,,South,Owner,Immediate
8017,Delhi,Delhi,Karol Bagh,Apartment,2,1142,99.95,9145,2008,Unfurnished,3,3,17,1,1,2,Covered,Yes,"Power Backup, Playground",North,Builder,2 Months
8018,Delhi,Delhi,Lajpat Nagar,Apartment,2,837,83.66,11007,1999,Semi-Furnished,1,6,26,1,2,2,Covered,No,"Gym, Community Hall",West,Owner,1 Month
8019,Delhi,Delhi,Rohini,Villa,1,445,29.93,7705,1992,Unfurnished,0,2,33,2,2,2,No,No,"Community Hall, Garden, Pool",West,Agent,1 Month
8020,Delhi,Delhi,Gurgaon MG Road,Apartment,3,1388,136.86,9681,2006,Semi-Furnished,0,1,19,5,2,2,Covered,Yes,"Garden, CCTV",East,Builder,1 Month
8021,Delhi,Delhi,Karol Bagh,Apartment,2,847,66.22,8272,1999,Furnished,1,2,26,4,1,1,Open,Yes,Garden,West,Owner,Immediate
8022,Delhi,Delhi,Pitampura,Apartment,3,1168,70.26,6764,1997,Furnished,3,4,28,1,4,3,Covered,No,Gym,East,Owner,Immediate
8023,Delhi,Delhi,South Extension,Apartment,2,940,128.78,14246,1998,Unfurnished,1,4,27,4,6,2,Open,Yes,"Lift, Clubhouse",West,Owner,1 Month
8024,Delhi,Delhi,Lajpat Nagar,Apartment,2,917,88.34,9789,2012,Unfurnished,2,2,13,3,3,3,Open,Yes,"Garden, Clubhouse",North,Owner,Immediate
8025,Delhi,Delhi,Pitampura,Villa,4,1660,96.28,6386,2012,Unfurnished,0,5,13,3,5,1,Covered,No,Community Hall,West,Builder,2 Months
8026,Delhi,Delhi,Connaught Place,Apartment,5,3351,438.66,13207,2015,Unfurnished,7,8,10,5,2,2,Covered,Yes,"Community Hall, Garden, Playground",North,Owner,Immediate
8027,Delhi,Delhi,Greater Kailash,Apartment,1,586,113.62,19242,2015,Unfurnished,0,2,10,2,2,1,Covered,No,Lift,North,Owner,Immediate
8028,Delhi,Delhi,Vasant Kunj,Builder_Floor,3,1278,166.51,12667,2020,Furnished,3,8,5,0,3,2,Open,Yes,"Pool, Power Backup, Garden, Lift",North,Owner,3+ Months
8029,Delhi,Delhi,Rohini,Apartment,3,1154,63.69,5750,1997,Furnished,0,1,28,3,3,1,Open,No,Garden,East,Agent,Immediate
8030,Delhi,Delhi,Gurgaon MG Road,Apartment,2,999,134.23,14742,1990,Furnished,3,7,35,0,2,2,Open,Yes,Community Hall,East,Owner,2 Months
8031,Delhi,Delhi,Rohini,Apartment,2,915,51.2,5050,2024,Furnished,3,4,1,1,2,1,Covered,Yes,"Clubhouse, Gym, Garden, CCTV",East,Owner,Immediate
8032,Delhi,Delhi,Vasant Kunj,Apartment,3,1116,162.39,14651,2000,Semi-Furnished,2,2,25,4,1,3,Open,Yes,"Garden, Pool",South,Builder,Immediate
8033,Delhi,Delhi,Connaught Place,Independent_House,4,1976,261.55,14164,2010,Unfurnished,4,7,15,1,2,2,Covered,No,"Garden, Playground",East,Builder,Immediate
8034,Delhi,Delhi,Noida Sec 18,Apartment,3,1184,79.81,6460,2019,Semi-Furnished,0,3,6,2,4,2,Covered,Yes,"Lift, Playground",East,Owner,Immediate
